count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,csv_path
95,38.0,87.0,2025/2/25,4192.64627,3562.646272,1740456567,4.0,1.0,黒木優,Right,niu,1,堀端,Left,TOK,3,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.337,-0.024,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,2,,成瀬,,Nothing,,,,,,2505510095,ボール,,4190,https://youtu.be/_3MnIPxHw_o&t=4190,1992,https://youtu.be/5EDcInzAEH4&t=1992,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,972671.0,TokyoBBC Left,,1740456571.0,1740456571.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456571,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
96,39.0,88.0,2025/2/25,4209.243958,3579.243959,1740456584,4.0,2.0,黒木優,Right,niu,1,堀端,Left,TOK,3,Bottom,2,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,120.0,0.506,0.032,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,2,,成瀬,,Nothing,,,,,,2505510096,見逃し,,4207,https://youtu.be/_3MnIPxHw_o&t=4207,2008,https://youtu.be/5EDcInzAEH4&t=2008,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,972671.0,TokyoBBC Left,,1740456589.0,1740456589.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456589,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
97,40.0,89.0,2025/2/25,4225.742089,3595.742091,1740456600,4.0,3.0,黒木優,Right,niu,1,堀端,Left,TOK,3,Bottom,2,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.083,0.016,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,2,,成瀬,,Nothing,,,,,,2505510097,ボール,,4223,https://youtu.be/_3MnIPxHw_o&t=4223,2025,https://youtu.be/5EDcInzAEH4&t=2025,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,972671.0,TokyoBBC Left,,1740456604.0,1740456604.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456604,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
98,41.0,90.0,2025/2/25,4245.175761,3615.175763,1740456620,4.0,4.0,黒木優,Right,niu,1,堀端,Left,TOK,3,Bottom,2,2,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.602,-0.004,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,2,,成瀬,,Nothing,,,,,,2505510098,空振り,,4243,https://youtu.be/_3MnIPxHw_o&t=4243,2044,https://youtu.be/5EDcInzAEH4&t=2044,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,972671.0,TokyoBBC Left,,1740456623.0,1740456623.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456623,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
99,42.0,91.0,2025/2/25,4264.826478,3634.82648,1740456639,4.0,5.0,黒木優,Right,niu,1,堀端,Left,TOK,3,Bottom,2,2,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.61,-0.064,20.94603006,89.19307054,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,2,,成瀬,,Undefined,,,,,,2505510099,ファール,,4262,https://youtu.be/_3MnIPxHw_o&t=4262,2064,https://youtu.be/5EDcInzAEH4&t=2064,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,972671.0,TokyoBBC Left,,1740456644.0,1740456644.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456644,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
100,43.0,92.0,2025/2/25,4289.394952,3659.394954,1740456664,4.0,6.0,黒木優,Right,niu,1,堀端,Left,TOK,3,Bottom,2,2,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.826,0.16,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,2,,成瀬,,Nothing,,,,,,2505510100,空三振,,4287,https://youtu.be/_3MnIPxHw_o&t=4287,2076,https://youtu.be/5EDcInzAEH4&t=2076,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,972671.0,TokyoBBC Left,,1740456668.0,1740456668.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456668,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
101,1.0,93.0,2025/2/25,4470.161415,3840.161416,1740456845,1.0,1.0,吉田,Right,TOK,6,黒木大,Left,niu,4,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.638,0.633,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510101,ボール,,4468,https://youtu.be/_3MnIPxHw_o&t=4468,2214,https://youtu.be/5EDcInzAEH4&t=2214,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,972671.0,TokyoBBC Left,,1740456848.0,1740456848.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456848,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
102,2.0,94.0,2025/2/25,4485.721568,3855.72157,1740456860,1.0,2.0,吉田,Right,TOK,6,黒木大,Left,niu,4,Top,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.646,-0.224,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510102,見逃し,,4483,https://youtu.be/_3MnIPxHw_o&t=4483,2230,https://youtu.be/5EDcInzAEH4&t=2230,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,972671.0,TokyoBBC Left,,1740456864.0,1740456864.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456864,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
103,3.0,95.0,2025/2/25,4496.371409,3866.371411,1740456871,1.0,3.0,吉田,Right,TOK,6,黒木大,Left,niu,4,Top,0,1,1,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.31,0.296,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510103,ボール,,4494,https://youtu.be/_3MnIPxHw_o&t=4494,2240,https://youtu.be/5EDcInzAEH4&t=2240,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,972671.0,TokyoBBC Left,,1740456875.0,1740456875.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456875,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
104,4.0,96.0,2025/2/25,4508.85381,3878.853812,1740456883,1.0,4.0,吉田,Right,TOK,6,黒木大,Left,niu,4,Top,0,2,1,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,83.0,0.323,0.487,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510104,ボール,,4506,https://youtu.be/_3MnIPxHw_o&t=4506,2253,https://youtu.be/5EDcInzAEH4&t=2253,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,972671.0,TokyoBBC Left,,1740456888.0,1740456888.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456888,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
105,5.0,97.0,2025/2/25,4530.251786,3900.251788,1740456905,1.0,5.0,吉田,Right,TOK,6,黒木大,Left,niu,4,Top,0,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,0.854,0.387,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510105,四球,,4528,https://youtu.be/_3MnIPxHw_o&t=4528,2274,https://youtu.be/5EDcInzAEH4&t=2274,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,972671.0,TokyoBBC Left,,1740456909.0,1740456909.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456909,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
106,6.0,98.0,2025/2/25,4558.271926,3928.271928,1740456933,2.0,1.0,吉田,Right,TOK,7,宇土,Right,niu,4,Top,0,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.626,0.024,53.25770606,85.55261515,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,黒木大,,,Undefined,,,,,,2505510106,ファール,,4556,https://youtu.be/_3MnIPxHw_o&t=4556,2288,https://youtu.be/5EDcInzAEH4&t=2288,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,972671.0,TokyoBBC Left,,1740456937.0,1740456937.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456937,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
107,7.0,99.0,2025/2/25,4575.55549,3945.555492,1740456950,2.0,2.0,吉田,Right,TOK,7,宇土,Right,niu,4,Top,0,0,1,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.658,0.028,89.32161186,-53.05441445,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,黒木大,,,Undefined,,,,,,2505510107,ファール,,4573,https://youtu.be/_3MnIPxHw_o&t=4573,2299,https://youtu.be/5EDcInzAEH4&t=2299,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,972671.0,TokyoBBC Left,,1740456954.0,1740456954.0,147.3,118.9,26.3,-48.6,3469.0767,76.1,10:00,1.0,-14.5,89.0,180.0,,V3P4DLKO0850A,972671@1740456954,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
108,8.0,100.0,2025/2/25,4594.936507,3964.936509,1740456969,2.0,3.0,吉田,Right,TOK,7,宇土,Right,niu,4,Top,0,0,2,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.486,0.42,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,黒木大,,,Nothing,,,,,,2505510108,ボール,,4592,https://youtu.be/_3MnIPxHw_o&t=4592,2310,https://youtu.be/5EDcInzAEH4&t=2310,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,972671.0,TokyoBBC Left,,1740456973.0,1740456973.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740456973,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
109,9.0,101.0,2025/2/25,4610.90676,3980.906762,1740456985,2.0,4.0,吉田,Right,TOK,7,宇土,Right,niu,4,Top,0,1,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,0.642,-0.144,45.50906407,15.02710941,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,黒木大,,,Undefined,,,,"4,6,3","4,6,3A",2505510109,二ゴ,,4608,https://youtu.be/_3MnIPxHw_o&t=4608,2326,https://youtu.be/5EDcInzAEH4&t=2326,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,972671.0,TokyoBBC Left,,1740456990.0,1740456990.0,135.3,118.3,-4.2,9.0,1716.6736,9.3,5:16,1.0,45.8,100.2,51.3,,V3P4DLKO0850A,972671@1740456990,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
110,10.0,102.0,2025/2/25,4644.66768,4014.667682,1740457019,3.0,1.0,吉田,Right,TOK,8,上ノ堀,Right,niu,4,Top,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.514,-0.647,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,2,,黒木大,,WildPitch,黒木大,,,,,2505510110,ボール[WP],,4642,https://youtu.be/_3MnIPxHw_o&t=4642,2346,https://youtu.be/5EDcInzAEH4&t=2346,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,972671.0,TokyoBBC Left,,1740457023.0,1740457023.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740457023,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
111,11.0,103.0,2025/2/25,4681.042142,4051.042144,1740457055,3.0,2.0,吉田,Right,TOK,8,上ノ堀,Right,niu,4,Top,1,1,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.63,-0.248,57.24614227,68.85650356,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,3,,,黒木大,Undefined,,,,,,2505510111,ファール,,4679,https://youtu.be/_3MnIPxHw_o&t=4679,2371,https://youtu.be/5EDcInzAEH4&t=2371,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,972671.0,TokyoBBC Left,,1740457060.0,1740457060.0,93.0,117.5,52.5,59.3,1336.5356,50.6,1:08,1.0,8.0,65.1,-63.7,,V3P4DLKO0850A,972671@1740457060,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
112,12.0,104.0,2025/2/25,4705.642654,4075.642656,1740457080,3.0,3.0,吉田,Right,TOK,8,上ノ堀,Right,niu,4,Top,1,1,1,Fastball,InPlay,Undefined,GroundBall,Single,0,1,,,0.662,0.112,75.53062639,-1.118915931,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,3,,,黒木大,Undefined,,,黒木大,8,8,2505510112,中安①,,4703,https://youtu.be/_3MnIPxHw_o&t=4703,2383,https://youtu.be/5EDcInzAEH4&t=2383,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,972671.0,TokyoBBC Left,,1740457085.0,1740457085.0,145.5,116.1,-0.1,-0.6,828.63104,13.3,4:58,1.0,-8.4,68.4,21.2,,V3P4DLKO0850A,972671@1740457085,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
113,13.0,105.0,2025/2/25,4739.049446,4109.049448,1740457113,4.0,1.0,吉田,Right,TOK,9,穴井,Right,niu,4,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,A2B,,0.283,-0.008,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,上ノ堀,,,Nothing,,,,,,2505510113,ボール,,4737,https://youtu.be/_3MnIPxHw_o&t=4737,2405,https://youtu.be/5EDcInzAEH4&t=2405,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","吉田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,972671.0,TokyoBBC Left,,1740457118.0,1740457118.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740457118,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
